"sample","class","78.02055","452.00345","138.96337","73.53838","385.12885","237.02815","222.02744","399.33298","394.23541","428.03716","207.01423","210.06077","397.06669","315.03262","174.08419","438.14243","161.0295","173.98804","133.07219","407.14259","451.97517","167.02071","500.2254","133.06077","553.32542","170.0326","211.10945","203.05255","170.06172","324.24879","245.13234","102.09132","263.13186","402.31166","386.21715","228.99584","470.9348","242.07889","370.19102","336.94224","174.9828","136.0474","144.10058"
"batch01_C05","1","9995.97933133964","17189.1775656101","6039.63860273663","14606.5676860267","74892.2061374336","80499.8826131992","43107.9314036375","217549.940195485","14749.9606512918","21611.5625471581","492900.752761665","16861.5179876087","10755.4943348765","79666.2095566025","50548.9429583334","12218.8055013321","60195.1088916069","10805.9563648181","7965.79617253866","42055.7537256528","6605.79871702084","42858.6898614051","5389.4953483982","52039.6225475522","6830.77837865326","4320151.37056663","14042.2390319636","5903527.23294975","19670.0384316689","66352.4736513061","10620.6975554937","64447.6445230967","106954.692592604","28537.7606612872","56752.2854869838","23546.3396445995","23997.7300036097","619593.257729698","41546.2185882735","26377.8722157591","11721.672752894","168491.122588992","9153.05022628058"
"batch01_C10","1","20534.4001206719","27208.5843664986","5207.21442018034","30511.8938492356","54044.683450057","86926.1761993532","48263.8995014956","140974.282527117","22612.6793045821","24720.2008566764","1111309.04872824","8624.17776289222","19005.0263636096","70866.1984266098","23280.3954802344","22296.10207145","67337.1217288535","7857.85911373455","2932.07502036204","27416.4409142503","14412.695788389","110062.834554908","2089.76965090766","32142.1907790805","7018.45174328895","3797345.85904421","10417.6817006286","4202655.99075101","38440.0944591072","55809.9854287785","10395.4396825195","47894.936340526","33838.7645389199","20748.1750318393","52964.4402637522","19840.4527422212","42834.2921251254","464152.406613318","40370.8555083258","25355.1696049003","9745.75875478573","153941.497037246","12085.5876034251"
"batch01_C03","1","21727.6492929791","34447.9872296381","6635.2446752778","23961.0126574747","45079.3389984807","89364.9847985734","40525.2344039791","139167.500874983","25937.3744918082","27279.7839485474","585412.602551826","8470.81977324341","22435.3425580518","18858.4534264009","37382.2905000268","21333.4914836994","54042.4791132094","17596.2848395503","3607.29314760567","10552.0870668116","28479.4354616768","56016.5652198105","1969.6547759902","46116.5842233856","4739.95737039417","2845151.13011429","14304.2303700851","2445645.81743664","21441.2691306961","65857.9303222094","8619.56051985811","54906.3621293818","74307.9800353229","24594.6813003852","236224.156892165","27857.1336467382","35306.5641439769","947724.242011116","82443.241384764","8027.27863321111","24969.0024635797","110677.291664089","9546.86077483455"
"batch01_C07","1","22753.8654155489","19013.0147629698","7572.28609152564","19048.3646732369","59139.9488362346","74658.5957702424","46350.4415053983","141516.317022757","17627.5887816332","31704.3207755165","678406.180351309","10846.0448311668","7946.70561549761","25190.612103414","33415.4457451086","10871.5733395516","84349.3840039659","12533.8344166127","6020.67675988264","15465.1121856766","16601.9984747232","63707.5638570412","2175.33961456917","76059.0498624803","6192.91862582464","3743599.49804657","15342.9125649213","3542825.87784969","26708.0610346206","64740.1407894354","10668.8295796334","43846.6575142674","50249.5664450714","24893.0921557657","184483.137828928","22376.4094296783","28950.2893854405","487206.835359868","77044.0184210924","10720.4957734345","21173.6606847259","172236.010658688","10962.3301718503"
"batch01_C08","1","15239.5616159235","30052.671819827","6943.27873536098","16395.5963108984","57298.2983082392","160829.101226938","57353.1616222953","144098.951972571","32819.0835552093","25309.3749315629","549403.433855026","11556.518005899","26922.163412261","57640.5194877421","28634.2318145885","8153.12300024765","79158.4550641181","12138.9774217257","4812.08105376603","19055.4428851346","20508.7116732472","49823.6189341048","5163.4216172431","63924.0192549858","10746.3663647343","2864927.92961558","12770.4464339169","2783566.60174006","20252.7982785601","75107.3093481644","11077.9517848216","36069.0320605547","35434.5178835589","26537.7319185911","129332.287506324","22992.3954140497","24566.7215688784","681622.132911295","56277.6517179394","23431.0849870199","15835.4970445494","136699.172510914","9922.72395946804"
"batch01_C06","1","20059.5022341635","20923.3138464286","6081.36513122722","11787.6166188549","55977.3035784894","68136.8132785383","42570.6550204969","182700.310564037","20026.9137288445","29040.4286548232","395631.838879452","10552.4360297613","14540.7060926673","50957.6434777233","34538.7135735249","12852.7971068758","70858.915311389","13746.6816055111","3574.16528798622","24911.1680096956","18184.8653062346","46497.579678937","3830.43173887154","37551.5331758496","7965.04901489103","3799556.20722376","14569.31609409","3330723.50782479","15285.3693096825","78312.7203111419","13568.3027138139","44008.0295829852","84539.6358838612","37783.6685234659","165596.970166638","21995.29579906","22483.4618985363","572207.060265505","69754.9325070182","22398.3558799762","24592.1131231709","122896.261800859","11132.5206917859"
"batch01_C04","1","18403.3640874206","32063.6735706246","6964.74382453643","28799.8016617867","35633.9847403432","114577.348584661","44980.9926791979","163505.912541959","23498.0282578452","24777.5135098755","803264.058767385","8381.83526278329","24579.0344911319","17717.5528339705","27173.9836376472","26244.8131213116","31670.1187741972","16785.3636965982","6621.64278797922","12184.1574690629","13550.0333652153","65537.6862594032","3790.49908916283","40055.8008219127","7431.69681646434","3520354.33191139","12478.5426989232","3646208.48691122","33832.8988887359","59466.3631570184","16848.9814791813","62544.2164999532","59678.1713238043","28027.8547336467","304154.389012368","28919.5986809328","37174.8038288699","473374.178111938","100134.128660634","7328.43184912426","23139.6565422971","166330.175092582","12457.9438318902"
"batch01_C09","1","12787.0142549096","17422.1160587476","8461.28181751628","15587.2508083761","84327.8827785033","91451.4722635229","25937.978618109","154992.7825222","20604.7820643812","23239.2418980121","557783.494017186","8240.54229009325","7634.45888497787","46915.8400668639","26819.9100830377","12583.3506745198","86609.0733943322","11791.3820824926","5840.47262695268","27082.4045269764","19885.4578583396","47085.9095760791","8075.44142999568","36968.4468711624","7832.40481122705","2592124.43061245","14569.31609409","6493776.69883451","23641.5867032906","70652.3657524486","12229.2698022451","44544.2422837639","62380.18947092","24673.8712361172","153488.194387636","24368.3928827354","19986.3901807261","416008.11306872","68665.9138222917","17645.7966883382","16901.5869507234","155989.305921278","10477.545054458"
"batch02_C05","1","9995.97933133964","21929.3233211574","6638.55471239364","15767.7949815283","65146.8457501955","86390.5602693715","41226.7907839698","228518.167636672","13206.7007889887","21629.9025961818","558726.878035441","16924.6488903","9020.90391574289","66126.1681302236","50612.4320095047","11187.5124896476","59558.4178247205","9004.86314133729","7498.48392290677","40354.1858200089","7667.11092754923","49665.5920288834","8840.60593221831","52293.3634794321","8177.22231902022","5155779.31655363","13524.4451274872","6066112.69366315","22625.7484770316","62714.337275369","27055.8585182634","76503.5357671461","108227.569774125","30787.9137131857","127792.271386795","26073.4332243678","20695.3475855796","672649.598480205","59106.5099663718","29865.087588864","16022.8396991386","223589.626816836","10844.7439944402"
"batch02_C01","1","83739.4877974568","33183.6092952722","6750.49414940205","23330.1338706077","67938.8382742454","97674.7147286797","52308.9577845893","124128.700652812","25347.7926089296","27522.7895981115","946758.789544096","7682.4517492646","19419.2416464805","60391.9931985871","38823.0035842999","21101.027895","44676.6612452438","10012.8088359581","5831.80988205219","4278.36808716849","35351.0560939756","68746.2730850145","5015.85304565091","29492.9283148003","8243.83152951816","3524542.36004107","10003.033992263","2666050.42375329","36633.9380843244","81227.2830457367","11753.7254037441","58142.69802721","87031.577553051","16511.5134701746","34343.3447112427","19930.1917075703","60758.0335536967","638659.893395764","23285.4583039437","20211.7374859906","17112.7331426016","158150.253417689","8727.98650952027"
"batch02_C10","1","19858.6258867669","22076.8171268558","5541.32756057015","33516.5181853877","56332.4721248763","122907.932413681","51293.6535417622","147000.43074335","18354.8048457798","26263.0574807957","1079595.28811456","7579.07072078336","20401.0852799523","48200.0215209492","19147.5024376373","19371.2874645415","61487.971106331","5187.77754217121","6556.71979872501","28000.4441282427","15202.1506206053","98217.2231594563","3414.41381677396","33596.2816703429","7715.45588130108","3337244.43535235","9729.69657256927","4214022.147579","39972.8326865471","70692.9020908991","8778.68499166423","38886.0547089587","34614.9091617988","24422.7811959912","35641.1853151921","22886.0381217841","40359.5338020316","539037.760528351","27080.2944739126","25709.104920227","8189.71270608027","137660.850716123","11555.4183473834"
"batch02_C03","1","25854.3481688448","39763.8674267389","7638.78774630752","25097.620293001","49978.1487581827","62612.725213788","34080.6109209943","142249.657810976","20811.7214007558","22214.4916588125","651569.91583201","6256.92924441996","18638.8805086273","15487.0761368667","37332.2318250648","21655.7705498508","61577.1693717402","19373.6462487604","4867.19895813288","9420.39868898676","27204.2383705404","59856.191916948","3836.77025469831","47878.2712647228","5182.67893327266","2932169.04791998","15199.5393523272","2522144.99469632","26672.137482415","63621.3378482001","9995.9438821593","53420.9767094521","72268.2719663972","26719.2893322207","193226.994898725","25116.2175939777","33032.6263733309","842473.505368645","62341.1868723435","7745.333560492","27925.7103592431","117024.367818466","9269.50180022438"
"batch02_C07","1","25168.7484614259","15475.1978235292","6215.47178649626","23558.8915445448","56055.6922767383","68289.376012693","46952.352641398","126190.557361718","15729.0179832906","29132.1288999417","766622.622058351","9544.04511899541","5009.97039763197","15536.2621043004","37031.8797752926","19580.5046943709","47301.3458365949","12162.2043037778","4789.32944902738","18926.5362256162","16163.7422207484","71822.4589900349","5708.32269448517","80126.1545134686","5091.09126883801","2612715.56891674","14967.4604110778","4190202.63631339","28235.8098798098","65368.454035419","11810.521192229","38593.8060805722","65068.7544445725","24971.3163605742","313037.827242964","21921.0672721663","28224.0898119424","533346.84748641","103633.235276971","11648.9493201553","22682.3200619765","120848.452916826","11497.6567163749"
"batch02_C08","1","14265.7480187615","35140.6995170904","7405.27967340825","15639.5675858236","49747.8214719699","157799.798016386","55577.0524760235","156129.992150308","30546.6553708692","23210.5855714125","526862.577418847","8374.31967912957","24319.2550297758","45100.236312462","27473.1147441277","13144.433245426","54471.0408941409","12199.5692879487","7230.31961098723","16115.2501206393","17033.32968631","48660.8398814956","7550.82360339929","61573.0318453235","9291.58675441954","4105631.26303496","9145.88910258191","2663184.17550971","20786.6621793937","80713.4849558759","9356.750601583","43188.4627772925","37143.0709133897","27985.3625730099","256952.179430221","22118.2714182421","22673.1257536259","673168.842370893","77618.7483017831","19724.289347466","16783.2304736476","187815.19758307","10476.5135967614"
"batch02_C06","1","20052.9519184875","25815.0222023142","8220.05032468005","12540.5678864328","51190.7541767735","81120.0117124608","31219.1765496314","150900.953486486","22805.9528357244","29926.482273281","454181.864012431","12720.9324333162","19216.7363970769","44156.0795897666","37494.6172828684","14741.0354387203","63794.8227979481","17581.1368729945","3938.95252379583","23974.07264137","17158.9697410612","46765.5847681977","3342.47166214002","39828.9874991303","6910.11607334117","3531755.07515331","12946.8264292664","3373321.88689317","16894.9440237845","72148.156641274","10479.1894045227","53666.2114280547","68463.0935952962","29267.8532394997","185301.250752469","24390.5506519574","25928.8528917944","676678.931071944","82391.4347476313","25865.5182607113","29326.3722062011","117646.630186543","10906.631456235"
"batch02_C02","1","16284.3369662419","42217.3505946316","7979.520960929","12945.7664568596","42577.6749864637","99090.5847075249","41960.6645403899","160476.896242794","10235.8523443842","29663.9903216292","417640.787305339","10882.1196327047","18373.9872783469","18447.8575243454","31105.4210371045","14210.5957954154","45992.0793431748","16913.6164801037","6486.37069453312","8664.55729321887","19176.1356594686","34107.4161100872","5557.46601780784","40287.79253106","6728.66339646749","3896229.85655067","14454.823816407","3089266.80233978","20918.3818708143","70352.3968479145","16297.3884825395","58896.1912299631","90085.4479292052","33424.3591345088","148270.412824684","29980.9558266662","19932.6351843638","905291.631264087","56763.3389410582","16489.7416782204","30364.4709157482","166952.437460658","11464.6500700844"
